iter	Passed	Remaining
1665	43420	60830
1666	43442	60798
1667	43469	60774
1668	43497	60750
1669	43526	60728
1670	43549	60697
1671	43563	60655
1672	43594	60635
1673	43617	60605
1674	43643	60580
1675	43670	60555
1676	43696	60528
1677	43718	60497
1678	43740	60465
1679	43769	60443
1680	43796	60418
1681	43819	60388
1682	43842	60357
1683	43874	60341
1684	43893	60305
1685	43929	60291
1686	43953	60262
1687	43984	60243
1688	44011	60220
1689	44042	60200
1690	44075	60183
1691	44101	60156
1692	44124	60126
1693	44146	60096
1694	44169	60064
1695	44200	60045
1696	44222	60014
1697	44240	59978
1698	44271	59958
1699	44293	59926
1700	44326	59909
1701	44348	59878
1702	44368	59844
1703	44399	59825
1704	44422	59794
1705	44452	59774
1706	44482	59753
1707	44500	59716
1708	44532	59698
1709	44555	59668
1710	44570	59627
1711	44601	59607
1712	44619	59571
1713	44652	59553
1714	44673	59521
1715	44695	59490
1716	44712	59452
1717	44732	59417
1718	44748	59378
1719	44771	59348
1720	44808	59336
1721	44838	59316
1722	44857	59280
1723	44880	59250
1724	44903	59220
1725	44922	59184
1726	44950	59161
1727	44969	59126
1728	44982	59083
1729	44997	59042
1730	45028	59023
1731	45055	58998
1732	45079	58969
1733	45101	58939
1734	45119	58902
1735	45134	58861
1736	45148	58820
1737	45163	58780
1738	45181	58744
1739	45195	58702
1740	45210	58661
1741	45228	58625
1742	45242	58584
1743	45271	58561
1744	45286	58521
1745	45304	58485
1746	45322	58449
1747	45340	58413
1748	45355	58373
1749	45370	58333
1750	45385	58293
1751	45399	58252
1752	45414	58211
1753	45432	58176
1754	45449	58139
1755	45465	58100
1756	45479	58059
1757	45498	58024
1758	45513	57984
1759	45541	57961
1760	45570	57939
1761	45592	57909
1762	45611	57874
1763	45628	57838
1764	45645	57800
1765	45664	57765
1766	45681	57729
1767	45716	57714
1768	45734	57678
1769	45748	57638
1770	45776	57614
1771	45804	57591
1772	45818	57551
1773	45836	57515
1774	45869	57498
1775	45893	57469
1776	45908	57430
1777	45922	57390
1778	45942	57357
1779	45960	57321
1780	45975	57281
1781	45998	57253
1782	46026	57230
1783	46062	57216
1784	46082	57183
1785	46096	57143
1786	46128	57125
1787	46146	57089
1788	46175	57068
1789	46207	57049
1790	46226	57015
1791	46255	56993
1792	46286	56974
1793	46301	56934
1794	46333	56917
1795	46358	56889
1796	46375	56853
1797	46407	56835
1798	46430	56805
1799	46449	56771
1800	46473	56743
1801	46487	56703
1802	46517	56682
1803	46541	56654
1804	46563	56623
1805	46577	56584
1806	46591	56544
1807	46609	56508
1808	46625	56471
1809	46641	56433
1810	46674	56416
1811	46690	56378
1812	46706	56341
1813	46721	56303
1814	46742	56271
1815	46758	56233
1816	46772	56194
1817	46791	56159
1818	46810	56126
1819	46825	56087
1820	46839	56048
1821	46862	56019
1822	46877	55980
1823	46888	55937
1824	46904	55899
1825	46924	55867
1826	46935	55824
1827	46946	55781
1828	46967	55750
1829	46988	55718
1830	46999	55675
1831	47019	55643
1832	47030	55599
1833	47040	55556
1834	47055	55518
1835	47075	55486
1836	47087	55443
1837	47097	55400
1838	47108	55356
1839	47134	55331
1840	47145	55289
1841	47158	55248
1842	47198	55240
1843	47213	55201
1844	47239	55176
1845	47265	55151
1846	47289	55124
1847	47315	55099
1848	47341	55073
1849	47355	55035
1850	47390	55020
1851	47409	54986
1852	47427	54952
1853	47441	54913
1854	47468	54889
1855	47482	54850
1856	47497	54812
1857	47536	54802
1858	47550	54763
1859	47569	54730
1860	47583	54691
1861	47597	54653
1862	47623	54628
1863	47642	54594
1864	47657	54557
1865	47683	54531
1866	47697	54493
1867	47724	54469
1868	47738	54430
1869	47756	54396
1870	47770	54357
1871	47797	54333
1872	47811	54295
1873	47838	54271
1874	47865	54247
1875	47879	54209
1876	47894	54171
1877	47909	54134
1878	47924	54096
1879	47938	54058
1880	47953	54020
1881	47967	53982
1882	47981	53944
1883	47996	53906
1884	48036	53898
1885	48081	53893
1886	48099	53860
1887	48113	53822
1888	48140	53798
1889	48156	53761
1890	48174	53728
1891	48189	53690
1892	48216	53667
1893	48231	53629
1894	48259	53607
1895	48273	53569
1896	48289	53532
1897	48316	53509
1898	48329	53470
1899	48344	53433
1900	48373	53412
1901	48400	53387
1902	48411	53346
1903	48423	53306
1904	48447	53279
1905	48484	53266
1906	48496	53226
1907	48532	53212
1908	48553	53181
1909	48572	53149
1910	48591	53117
1911	48608	53083
1912	48631	53054
1913	48677	53051
1914	48697	53020
1915	48738	53011
1916	48764	52987
1917	48791	52963
1918	48811	52931
1919	48838	52908
1920	48878	52898
1921	48898	52867
1922	48921	52838
1923	48940	52806
1924	48963	52778
1925	48984	52748
1926	49009	52722
1927	49029	52691
1928	49051	52661
1929	49073	52632
1930	49103	52612
1931	49129	52587
1932	49147	52554
1933	49169	52525
1934	49186	52490
1935	49203	52456
1936	49226	52428
1937	49246	52397
1938	49263	52363
1939	49280	52328
1940	49298	52295
1941	49320	52267
1942	49337	52232
1943	49354	52198
1944	49370	52162
1945	49389	52130
1946	49412	52102
1947	49427	52066
1948	49444	52032
1949	49460	51997
1950	49477	51962
1951	49494	51928
1952	49510	51893
1953	49526	51858
1954	49543	51824
1955	49566	51796
1956	49593	51773
1957	49610	51738
1958	49631	51709
1959	49649	51675
1960	49672	51648
1961	49698	51623
1962	49722	51597
1963	49739	51562
1964	49755	51528
1965	49772	51493
1966	49786	51456
1967	49802	51421
1968	49818	51386
1969	49832	51350
1970	49848	51315
1971	49883	51299
1972	49895	51260
1973	49917	51232
1974	49932	51196
1975	49945	51158
1976	49956	51118
1977	49977	51089
1978	49989	51050
1979	50000	51010
1980	50012	50971
1981	50035	50943
1982	50046	50904
1983	50068	50875
1984	50080	50837
1985	50101	50807
1986	50112	50768
1987	50135	50740
1988	50157	50711
1989	50168	50672
1990	50190	50644
1991	50201	50605
1992	50213	50566
1993	50245	50547
1994	50260	50512
1995	50276	50477
1996	50297	50448
1997	50308	50409
1998	50330	50380
1999	50353	50353
2000	50368	50318
2001	50402	50302
2002	50435	50284
2003	50474	50273
2004	50496	50244
2005	50519	50217
2006	50560	50207
2007	50602	50198
2008	50645	50191
2009	50684	50180
2010	50721	50166
2011	50741	50136
2012	50765	50110
2013	50797	50090
2014	50828	50071
2015	50859	50052
2016	50875	50017
2017	50898	49990
2018	50913	49955
2019	50932	49924
2020	50951	49892
2021	50973	49864
2022	50993	49834
2023	51026	49816
2024	51051	49791
2025	51069	49758
2026	51088	49726
2027	51117	49705
2028	51150	49688
2029	51174	49661
2030	51213	49649
2031	51246	49632
2032	51282	49617
2033	51299	49584
2034	51331	49566
2035	51350	49534
2036	51382	49515
2037	51414	49497
2038	51432	49464
2039	51450	49433
2040	51478	49409
2041	51508	49389
2042	51527	49358
2043	51549	49329
2044	51587	49317
2045	51621	49300
2046	51640	49269
2047	51654	49233
2048	51672	49200
2049	51689	49168
2050	51706	49135
2051	51739	49116
2052	51770	49097
2053	51789	49066
2054	51806	49033
2055	51835	49011
2056	51864	48989
2057	51896	48971
2058	51917	48942
2059	51935	48910
2060	51952	48877
2061	51970	48844
2062	51996	48820
2063	52026	48799
2064	52041	48765
2065	52073	48746
2066	52090	48713
2067	52124	48696
2068	52157	48678
2069	52179	48650
2070	52207	48627
2071	52241	48610
2072	52258	48577
2073	52275	48545
2074	52306	48525
2075	52332	48500
2076	52365	48482
2077	52382	48450
2078	52399	48417
2079	52413	48382
2080	52445	48363
2081	52463	48330
2082	52480	48298
2083	52511	48278
2084	52533	48250
2085	52568	48233
2086	52598	48213
2087	52617	48181
2088	52636	48151
2089	52654	48119
2090	52689	48103
2091	52708	48072
2092	52730	48044
2093	52764	48026
2094	52793	48005
2095	52823	47984
2096	52842	47953
2097	52870	47931
2098	52905	47914
2099	52939	47897
2100	52957	47865
2101	52991	47848
2102	53020	47826
2103	53052	47807
2104	53075	47780
2105	53105	47759
2106	53135	47739
2107	53154	47707
2108	53185	47688
2109	53215	47666
2110	53251	47651
2111	53269	47619
2112	53299	47598
2113	53333	47581
2114	53350	47549
2115	53384	47531
2116	53417	47513
2117	53445	47490
2118	53474	47468
2119	53505	47448
2120	53538	47429
2121	53567	47407
2122	53599	47388
2123	53627	47366
2124	53659	47346
2125	53686	47322
2126	53712	47298
2127	53745	47280
2128	53774	47257
2129	53800	47233
2130	53832	47214
2131	53859	47189
2132	53877	47158
2133	53906	47137
2134	53940	47118
2135	53973	47100
2136	53994	47071
2137	54023	47049
2138	54053	47028
2139	54086	47009
2140	54118	46990
2141	54149	46969
2142	54179	46948
2143	54210	46928
2144	54236	46903
2145	54283	46897
2146	54319	46881
2147	54345	46856
2148	54374	46834
2149	54399	46808
2150	54430	46788
2151	54457	46764
2152	54486	46742
2153	54508	46714
2154	54536	46691
2155	54564	46667
2156	54592	46645
2157	54619	46621
2158	54640	46592
2159	54663	46565
2160	54691	46542
2161	54719	46519
2162	54747	46495
2163	54775	46473
2164	54803	46450
2165	54831	46426
2166	54860	46405
2167	54892	46385
2168	54921	46363
2169	54939	46331
2170	54968	46309
2171	54989	46280
2172	55015	46255
2173	55042	46231
2174	55070	46208
2175	55091	46179
2176	55118	46155
2177	55148	46134
2178	55180	46114
2179	55211	46093
2180	55240	46072
2181	55257	46039
2182	55279	46011
2183	55312	45992
2184	55341	45969
2185	55370	45947
2186	55400	45926
2187	55427	45902
2188	55454	45878
2189	55474	45848
2190	55502	45826
2191	55531	45803
2192	55559	45780
2193	55593	45761
2194	55621	45739
2195	55649	45715
2196	55680	45694
2197	55707	45671
2198	55738	45650
2199	55773	45632
2200	55802	45610
2201	55828	45585
2202	55862	45567
2203	55892	45545
2204	55928	45529
2205	55951	45501
2206	55982	45481
2207	56016	45462
2208	56051	45444
2209	56080	45422
2210	56113	45403
2211	56147	45385
2212	56180	45365
2213	56214	45347
2214	56244	45326
2215	56275	45305
2216	56303	45281
2217	56333	45260
2218	56364	45239
2219	56393	45216
2220	56426	45196
2221	56459	45178
2222	56492	45158
2223	56523	45137
2224	56543	45107
2225	56574	45087
2226	56609	45069
2227	56634	45043
2228	56668	45024
2229	56692	44998
2230	56711	44967
2231	56736	44941
2232	56760	44915
2233	56794	44896
2234	56823	44873
2235	56853	44852
2236	56882	44829
2237	56907	44803
2238	56932	44778
2239	56955	44750
2240	56980	44724
2241	56999	44694
2242	57030	44673
2243	57061	44652
2244	57084	44624
2245	57111	44601
2246	57140	44578
2247	57175	44560
2248	57191	44527
2249	57213	44499
2250	57249	44481
2251	57288	44467
2252	57306	44435
2253	57335	44413
2254	57366	44392
2255	57397	44371
2256	57433	44353
2257	57455	44326
2258	57484	44303
2259	57519	44284
2260	57556	44268
2261	57588	44248
2262	57619	44226
2263	57648	44203
2264	57680	44183
2265	57713	44163
2266	57742	44140
2267	57775	44121
2268	57795	44091
2269	57822	44067
2270	57852	44045
2271	57874	44017
2272	57907	43997
2273	57941	43978
2274	57962	43949
2275	57981	43919
2276	58017	43901
2277	58049	43881
2278	58082	43860
2279	58112	43839
2280	58144	43818
2281	58174	43796
2282	58207	43776
2283	58244	43759
2284	58276	43739
2285	58311	43721
2286	58332	43692
2287	58365	43672
2288	58384	43641
2289	58417	43621
2290	58450	43601
2291	58482	43581
2292	58515	43561
2293	58547	43540
2294	58589	43527
2295	58628	43511
2296	58663	43493
2297	58696	43473
2298	58732	43455
2299	58767	43436
2300	58801	43417
2301	58837	43399
2302	58876	43384
2303	58911	43365
2304	58947	43347
2305	58989	43333
2306	59029	43318
2307	59054	43293
2308	59078	43266
2309	59118	43251
2310	59158	43236
2311	59188	43213
2312	59220	43192
2313	59250	43170
2314	59279	43147
2315	59312	43127
2316	59346	43107
2317	59377	43086
2318	59409	43064
2319	59441	43044
2320	59472	43022
2321	59504	43001
2322	59523	42970
2323	59555	42949
2324	59587	42928
2325	59606	42898
2326	59638	42877
2327	59669	42855
2328	59700	42833
2329	59728	42809
2330	59747	42779
2331	59774	42754
2332	59789	42721
2333	59824	42702
2334	59864	42686
2335	59896	42666
2336	59925	42642
2337	59959	42623
2338	59979	42593
2339	60010	42571
2340	60034	42544
2341	60067	42524
2342	60100	42503
2343	60118	42473
2344	60153	42453
2345	60185	42432
2346	60217	42411
2347	60246	42387
2348	60279	42367
2349	60309	42345
2350	60344	42325
2351	60377	42305
2352	60409	42284
2353	60432	42256
2354	60464	42235
2355	60488	42208
2356	60517	42184
2357	60536	42154
2358	60565	42131
2359	60584	42101
2360	60608	42074
2361	60636	42050
2362	60671	42031
2363	60701	42008
2364	60733	41986
2365	60757	41960
2366	60776	41930
2367	60806	41907
2368	60835	41883
2369	60854	41853
2370	60878	41826
2371	60912	41806
2372	60935	41779
2373	60969	41759
2374	60992	41731
2375	61026	41711
2376	61046	41681
2377	61077	41660
2378	61101	41633
2379	61117	41601
2380	61141	41574
2381	61173	41553
2382	61192	41522
2383	61226	41502
2384	61245	41472
2385	61266	41443
2386	61294	41419
2387	61318	41392
2388	61336	41361
2389	61351	41328
2390	61367	41296
2391	61387	41267
2392	61417	41244
2393	61446	41221
2394	61466	41191
2395	61484	41160
2396	61507	41133
2397	61537	41110
2398	61567	41087
2399	61595	41063
2400	61627	41041
2401	61650	41014
2402	61668	40984
2403	61684	40951
2404	61703	40921
2405	61736	40900
2406	61755	40871
2407	61784	40847
2408	61804	40818
2409	61822	40787
2410	61857	40767
2411	61890	40747
2412	61920	40724
2413	61942	40696
2414	61976	40675
2415	61999	40648
2416	62031	40627
2417	62060	40603
2418	62096	40584
2419	62138	40569
2420	62180	40554
2421	62215	40534
2422	62249	40514
2423	62287	40497
2424	62318	40475
2425	62346	40450
2426	62379	40429
2427	62412	40408
2428	62442	40385
2429	62472	40362
2430	62495	40335
2431	62526	40312
2432	62555	40289
2433	62587	40268
2434	62610	40240
2435	62642	40219
2436	62670	40194
2437	62705	40174
2438	62736	40152
2439	62769	40131
2440	62803	40111
2441	62841	40093
2442	62868	40068
2443	62901	40046
2444	62933	40025
2445	62967	40004
2446	62990	39976
2447	63023	39956
2448	63054	39933
2449	63074	39903
2450	63108	39883
2451	63128	39854
2452	63143	39821
2453	63177	39801
2454	63210	39780
2455	63226	39748
2456	63251	39721
2457	63279	39697
2458	63313	39676
2459	63333	39647
2460	63365	39626
2461	63381	39593
2462	63395	39561
2463	63410	39528
2464	63429	39498
2465	63460	39476
2466	63479	39446
2467	63513	39425
2468	63542	39402
2469	63557	39369
2470	63576	39339
2471	63606	39316
2472	63624	39286
2473	63648	39259
2474	63682	39238
2475	63702	39209
2476	63736	39188
2477	63755	39159
2478	63778	39131
2479	63796	39101
2480	63830	39080
2481	63859	39056
2482	63892	39035
2483	63929	39016
2484	63952	38989
2485	63971	38959
2486	63986	38927
2487	64014	38902
2488	64048	38881
2489	64071	38854
2490	64102	38831
2491	64134	38810
2492	64170	38790
2493	64193	38763
2494	64212	38733
2495	64235	38706
2496	64270	38686
2497	64289	38656
2498	64312	38628
2499	64346	38607
2500	64365	38577
2501	64387	38550
2502	64409	38522
2503	64442	38500
2504	64472	38477
2505	64506	38456
2506	64530	38430
2507	64553	38402
2508	64581	38378
2509	64611	38354
2510	64627	38323
2511	64654	38298
2512	64686	38276
2513	64719	38254
2514	64753	38234
2515	64783	38211
2516	64816	38189
2517	64839	38161
2518	64867	38137
2519	64899	38115
2520	64928	38091
2521	64957	38067
2522	64985	38043
2523	65013	38018
2524	65041	37994
2525	65070	37970
2526	65101	37947
2527	65130	37923
2528	65163	37902
2529	65194	37880
2530	65224	37856
2531	65252	37832
2532	65272	37802
2533	65305	37781
2534	65337	37759
2535	65362	37732
2536	65390	37708
2537	65421	37685
2538	65446	37659
2539	65473	37634
2540	65506	37612
2541	65532	37587
2542	65560	37562
2543	65588	37537
2544	65617	37514
2545	65648	37491
2546	65681	37469
2547	65716	37449
2548	65745	37425
2549	65778	37403
2550	65802	37376
2551	65837	37355
2552	65856	37326
2553	65890	37305
2554	65912	37277
2555	65941	37253
2556	65963	37225
2557	65991	37200
2558	66023	37178
2559	66056	37156
2560	66088	37134
2561	66123	37113
2562	66155	37091
2563	66187	37069
2564	66219	37046
2565	66251	37024
2566	66279	36999
2567	66308	36975
2568	66339	36952
2569	66373	36931
2570	66410	36912
2571	66445	36891
2572	66476	36867
2573	66506	36844
2574	66538	36822
2575	66570	36799
2576	66598	36775
2577	66626	36750
2578	66659	36728
2579	66690	36705
2580	66712	36677
2581	66743	36654
2582	66776	36632
2583	66810	36611
2584	66839	36587
2585	66871	36564
2586	66899	36539
2587	66922	36512
2588	66950	36487
2589	66978	36462
2590	66995	36432
2591	67026	36409
2592	67055	36385
2593	67087	36362
2594	67115	36337
2595	67133	36307
2596	67152	36278
2597	67180	36253
2598	67210	36230
2599	67237	36204
2600	67271	36183
2601	67299	36158
2602	67317	36128
2603	67333	36097
2604	67360	36072
2605	67388	36047
2606	67417	36023
2607	67451	36001
2608	67486	35980
2609	67516	35956
2610	67549	35934
2611	67580	35911
2612	67613	35889
2613	67646	35867
2614	67673	35842
2615	67688	35810
2616	67716	35786
2617	67748	35763
2618	67782	35741
2619	67812	35718
2620	67846	35696
2621	67885	35677
2622	67920	35656
2623	67953	35634
2624	67982	35610
2625	68018	35589
2626	68038	35560
2627	68055	35529
2628	68089	35507
2629	68122	35485
2630	68159	35465
2631	68195	35444
2632	68225	35421
2633	68261	35400
2634	68294	35378
2635	68328	35356
2636	68360	35333
2637	68394	35311
2638	68412	35281
2639	68444	35259
2640	68479	35237
2641	68499	35208
2642	68514	35177
2643	68537	35150
2644	68567	35126
2645	68589	35098
2646	68620	35075
2647	68651	35051
2648	68683	35028
2649	68704	35000
2650	68738	34978
2651	68758	34949
2652	68792	34928
2653	68826	34906
2654	68868	34888
2655	68909	34869
2656	68948	34850
2657	68961	34818
2658	69001	34799
2659	69033	34776
2660	69062	34751
2661	69082	34723
2662	69107	34696
2663	69142	34674
2664	69176	34653
2665	69200	34626
2666	69229	34601
2667	69259	34577
2668	69292	34555
2669	69320	34530
2670	69353	34507
2671	69386	34485
2672	69419	34462
2673	69446	34437
2674	69477	34414
2675	69511	34391
2676	69541	34368
2677	69569	34343
2678	69597	34318
2679	69631	34296
2680	69649	34266
2681	69678	34241
2682	69696	34211
2683	69720	34184
2684	69757	34164
2685	69796	34144
2686	69834	34124
2687	69867	34101
2688	69897	34078
2689	69922	34051
2690	69958	34030
2691	69993	34008
2692	70023	33984
2693	70053	33960
2694	70089	33939
2695	70116	33913
2696	70150	33891
2697	70184	33869
2698	70218	33847
2699	70255	33826
2700	70293	33806
2701	70328	33784
2702	70364	33763
2703	70381	33732
2704	70412	33709
2705	70444	33686
2706	70469	33659
2707	70509	33640
2708	70549	33621
2709	70583	33598
2710	70618	33577
2711	70655	33556
2712	70684	33531
2713	70720	33510
2714	70757	33489
2715	70780	33461
2716	70813	33438
2717	70854	33420
2718	70896	33401
2719	70930	33378
2720	70961	33355
2721	70988	33329
2722	71018	33305
2723	71050	33282
2724	71079	33257
2725	71091	33224
2726	71124	33201
2727	71158	33179
2728	71186	33154
2729	71222	33132
2730	71254	33109
2731	71293	33089
2732	71331	33068
2733	71371	33049
2734	71415	33031
2735	71458	33012
2736	71496	32992
2737	71542	32975
2738	71577	32953
2739	71616	32933
2740	71663	32916
2741	71702	32896
2742	71739	32874
2743	71770	32851
2744	71792	32822
2745	71815	32795
2746	71839	32768
2747	71868	32743
2748	71902	32721
2749	71944	32701
2750	71988	32683
2751	72028	32664
2752	72069	32644
2753	72104	32622
2754	72132	32597
2755	72157	32570
2756	72192	32547
2757	72221	32523
2758	72255	32500
2759	72279	32473
2760	72312	32450
2761	72346	32427
2762	72375	32402
2763	72387	32370
2764	72421	32347
2765	72454	32324
2766	72486	32300
2767	72519	32277
2768	72552	32254
2769	72581	32229
2770	72615	32206
2771	72655	32186
2772	72666	32153
2773	72696	32128
2774	72725	32104
2775	72757	32080
2776	72789	32056
2777	72814	32030
2778	72848	32007
2779	72859	31974
2780	72884	31947
2781	72913	31922
2782	72947	31899
2783	72958	31866
2784	72986	31841
2785	73021	31819
2786	73050	31794
2787	73072	31766
2788	73092	31737
2789	73112	31708
2790	73130	31678
2791	73165	31656
2792	73183	31626
2793	73199	31595
2794	73231	31571
2795	73243	31539
2796	73263	31510
2797	73295	31487
2798	73314	31457
2799	73335	31429
2800	73355	31400
2801	73386	31376
2802	73397	31343
2803	73416	31314
2804	73436	31285
2805	73451	31254
2806	73483	31230
2807	73501	31201
2808	73536	31179
2809	73568	31155
2810	73603	31132
2811	73626	31105
