iter	RMSE
1093	582.4097491
1094	582.320404
1095	582.308721
1096	582.3022304
1097	582.295956
1098	582.2940088
1099	582.2860962
1100	582.178802
1101	582.1713515
1102	582.1680127
1103	582.1649831
1104	582.1622007
1105	582.1574397
1106	582.1547191
1107	582.1299242
1108	582.1272653
1109	582.1065195
1110	582.1016653
1111	582.0992536
1112	582.0970893
1113	582.0876899
1114	582.0855874
1115	582.0668499
1116	582.0649947
1117	582.0635723
1118	582.0622118
1119	581.4380528
1120	581.4375575
1121	581.4348645
1122	581.4336883
1123	581.3567004
1124	581.3513446
1125	581.3491775
1126	581.3478462
1127	581.275801
1128	581.2735098
1129	581.268277
1130	581.2656142
1131	581.2645305
1132	581.2619296
1133	581.2597003
1134	581.254808
1135	581.253167
1136	581.2516807
1137	581.2435062
1138	581.2387996
1139	581.2361057
1140	581.2280858
1141	581.1389926
1142	581.1374131
1143	581.0760586
1144	581.070917
1145	581.0692444
1146	581.0675719
1147	581.066271
1148	580.0786107
1149	580.0764078
1150	579.9996431
1151	579.9278959
1152	579.8985055
1153	579.895495
1154	579.8930432
1155	579.8883877
1156	579.8407756
1157	579.8385408
1158	579.775031
1159	579.704622
1160	579.7038769
1161	579.7031629
1162	579.7007102
1163	579.6970467
1164	579.6953701
1165	579.6563739
1166	579.6155741
1167	579.6132763
1168	579.6098296
1169	579.6084633
1170	579.605886
1171	579.6025324
1172	579.5407359
1173	579.5399285
1174	579.5386863
1175	579.5377546
1176	579.5339969
1177	579.5208602
1178	579.4622852
1179	579.4616019
1180	579.4610428
1181	579.4602974
1182	579.4595519
1183	579.4589307
1184	575.7648564
1185	575.7095256
1186	575.709463
1187	575.7085877
1188	575.7078374
1189	575.7076498
1190	575.7062743
1191	575.7059617
1192	575.70171
1193	575.68933
1194	575.6887673
1195	575.6806389
1196	575.6374937
1197	575.6371185
1198	575.6295209
1199	575.6289894
1200	575.6284266
1201	575.4681959
1202	575.467633
1203	575.4567492
1204	575.4561862
1205	575.4556858
1206	575.4551854
1207	575.4547476
1208	575.4543722
1209	575.449806
1210	575.4112727
1211	575.4015451
1212	575.4011698
1213	575.326628
1214	575.3262526
1215	575.3259398
1216	575.2613061
1217	575.2610871
1218	575.1985425
1219	575.19848
1220	575.1984487
1221	575.1984487
1222	573.9151746
1223	573.9149865
1224	573.914861
1225	573.9146729
1226	573.9098748
1227	573.9088086
1228	573.8749389
1229	573.8745312
1230	573.8735903
1231	573.8388403
1232	573.1816753
1233	573.1811101
1234	573.1308996
1235	573.13046
1236	571.8628451
1237	571.8007787
1238	571.7997714
1239	571.7992993
1240	571.7988272
1241	571.798418
1242	571.789888
1243	571.7895103
1244	571.7829317
1245	571.7749996
1246	571.762629
1247	571.6275109
1248	570.968904
1249	570.9393992
1250	570.9390839
1251	570.9387372
1252	570.9380752
1253	570.937823
1254	570.8773269
1255	570.8432773
1256	570.8385165
1257	570.8382643
1258	570.837949
1259	570.7922937
1260	570.7917261
1261	570.5823836
1262	570.581942
1263	570.5815004
1264	570.5813111
1265	570.5718798
1266	570.571722
1267	570.5715328
1268	570.0582805
1269	569.9388636
1270	569.9387373
1271	569.9287268
1272	569.9283163
1273	569.9282216
1274	569.9278742
1275	569.9275584
1276	569.9272426
1277	569.92699
1278	569.9269268
1279	569.9267373
1280	569.6583785
1281	569.6581257
1282	569.6580625
1283	569.6578098
1284	569.6561669
1285	569.4861023
1286	569.4859127
1287	569.4856598
1288	569.4854386
1289	569.4853438
1290	569.4852174
1291	569.4849646
1292	569.4847749
1293	569.4804136
1294	569.480224
1295	569.4800976
1296	569.4799712
1297	569.479908
1298	569.4359453
1299	569.4358505
1300	569.4356925
1301	569.4355661
1302	569.435408
1303	569.4352816
1304	569.4351552
1305	569.4351236
1306	569.4349971
1307	569.4348391
1308	569.4347759
1309	569.3909678
1310	569.3908414
1311	569.3908098
1312	569.3906517
1313	569.3906517
1314	569.3893874
1315	569.3391903
1316	568.309458
1317	567.1516661
1318	567.1515074
1319	566.8724054
1320	566.8721831
1321	566.8720561
1322	566.8718656
1323	566.8717704
1324	566.8717386
1325	566.8717069
1326	566.8717069
1327	566.4542728
1328	566.4214507
1329	566.4023222
1330	565.3994556
1331	565.3989463
1332	565.398819
1333	565.3985643
1334	565.3585183
1335	565.358391
1336	564.9960968
1337	564.9959694
1338	564.995619
1339	564.9953323
1340	564.8990274
1341	564.740023
1342	564.7392582
1343	564.7390351
1344	564.738812
1345	564.7381746
1346	564.7375372
1347	564.737091
1348	564.7106389
1349	564.7104477
1350	564.7027987
1351	564.7026075
1352	564.7025756
1353	564.6716915
1354	564.1095874
1355	564.0783518
1356	564.0782242
1357	564.0777137
1358	563.828373
1359	563.8283411
1360	563.8282772
1361	563.8282134
1362	563.8224677
1363	563.80606
1364	563.8040809
1365	563.8036978
1366	563.8017825
1367	563.8014633
1368	563.8013994
1369	563.7601226
1370	563.7583348
1371	563.7581113
1372	563.728708
1373	563.7254515
1374	563.7238871
1375	563.6964296
1376	563.6964296
1377	563.6964296
1378	563.6960465
1379	563.6960465
1380	562.6461985
1381	562.2228741
1382	562.2222339
1383	562.1270867
1384	562.1268946
1385	561.6506927
1386	561.644444
1387	561.2672789
1388	560.3502039
1389	560.3496257
1390	560.327913
1391	560.3272706
1392	560.2888858
1393	560.2871833
1394	560.2869906
1395	560.2865409
1396	559.1931195
1397	559.1926689
1398	559.1922183
1399	558.9207663
1400	558.8970659
1401	558.8968727
1402	558.8964218
1403	558.8723984
1404	558.8618033
1405	558.8614491
1406	558.8609982
1407	558.8608372
1408	558.7603184
1409	558.1251598
1410	558.1247729
1411	558.1236442
1412	558.1232895
1413	557.9556449
1414	557.7450341
1415	557.7446469
1416	557.7443242
1417	557.7439692
1418	557.153298
1419	556.7110876
1420	555.8866447
1421	555.8844755
1422	555.8840869
1423	555.8840869
1424	555.8840869
1425	555.8840869
1426	555.8840869
1427	555.8610989
1428	555.8395347
1429	555.8395023
1430	555.8394375
1431	555.8191353
1432	555.8191353
1433	555.8191353
1434	555.8191029
1435	555.8191353
1436	555.8190705
1437	555.7916759
1438	555.7916435
1439	555.7736387
1440	554.078901
1441	554.0020101
1442	553.539595
1443	553.2825777
1444	553.0807307
1445	553.0803077
1446	552.9511051
1447	552.9503239
1448	552.7478347
1449	552.4629219
1450	552.4611302
1451	552.4604786
1452	551.7537476
1453	551.5732036
1454	551.4328774
1455	551.3740929
1456	551.3719386
1457	551.3448779
1458	551.3442903
1459	551.3436701
1460	551.3436374
1461	551.3432783
1462	551.342756
1463	551.2825908
1464	551.1890164
1465	551.1885919
1466	551.1874818
1467	550.9952545
1468	550.8855577
1469	550.8851656
1470	550.8841855
1471	550.8838915
1472	550.8577543
1473	550.8568721
1474	550.8047574
1475	550.7827991
1476	550.1128793
1477	549.8610685
1478	549.3473375
1479	549.2928515
1480	549.1143826
1481	548.7849182
1482	548.6132389
1483	548.5607798
1484	548.5352702
1485	548.4503663
1486	548.4285106
1487	548.4249172
1488	548.2687673
1489	548.2684062
1490	548.2601667
1491	548.2591162
1492	548.2356772
1493	548.2346923
1494	548.2268955
1495	548.2260912
1496	545.3843301
1497	545.3840991
1498	545.37542
1499	545.3568073
1500	545.3564608
1501	545.3562462
1502	545.3559162
1503	545.3557512
1504	545.1884227
1505	545.1674101
1506	545.1672451
1507	545.1475358
1508	545.1474037
1509	544.9256665
1510	544.8855196
1511	544.8077441
1512	544.8075624
1513	544.7266701
1514	544.7197317
1515	544.6850547
1516	544.6772235
1517	544.6606192
1518	544.6533164
1519	544.4954238
1520	544.4886973
1521	544.4167827
1522	544.4102866
1523	544.3708125
1524	544.2442712
1525	544.2289765
1526	544.2289269
1527	544.160798
1528	544.0295433
1529	543.9605292
1530	543.954342
1531	543.9516785
1532	543.943721
1533	543.8718171
1534	543.8053645
1535	543.8052983
1536	543.8052983
1537	543.6843357
1538	543.6842695
1539	543.6620567
1540	543.5979127
1541	543.5346385
1542	543.5259961
1543	543.4651311
1544	543.3164997
1545	543.2607629
1546	543.1992055
1547	543.1402258
1548	543.0954565
1549	543.0846531
1550	543.0655973
1551	542.9757445
1552	542.8012333
1553	542.7452279
1554	542.7155816
1555	542.63252
1556	542.5710406
1557	542.544702
1558	542.4524736
1559	542.2798849
1560	542.234248
1561	542.2331527
1562	542.228622
1563	542.1581504
1564	542.0713512
1565	542.0208489
1566	541.9647297
1567	541.9448542
1568	541.9280665
1569	541.9061138
1570	541.9059644
1571	541.7018219
1572	541.7013236
1573	541.6925522
1574	541.6769362
1575	541.6612035
1576	541.614501
1577	541.404132
1578	541.3413329
1579	541.3264216
1580	541.2874707
1581	541.2804051
1582	540.7652454
1583	540.7602863
1584	540.7167513
1585	540.6994262
1586	540.6990434
1587	540.6912877
1588	540.6863946
1589	540.642088
1590	540.5734405
1591	540.5729411
1592	540.5308893
1593	540.4918811
1594	540.4913983
1595	540.4272942
1596	540.3652142
1597	540.3605845
1598	540.3547724
1599	540.3342548
1600	540.2732134
1601	540.2587557
1602	539.8472475
1603	539.7053731
1604	539.705173
1605	539.7044727
1606	539.5488846
1607	539.1715847
1608	539.1025664
1609	538.9643362
1610	538.9500604
1611	538.9410606
1612	538.9375709
1613	538.8680049
1614	538.6613913
1615	538.6531719
1616	538.6487614
1617	538.4933028
1618	538.4893255
1619	538.387243
1620	538.3740885
1621	538.37347
1622	538.3711634
1623	538.3675864
1624	538.3559859
1625	538.3556851
1626	538.320431
1627	538.3201802
1628	538.1867988
1629	538.1842238
1630	538.1807793
1631	538.1784383
1632	538.1525871
1633	538.1517844
1634	538.1513162
1635	538.1490755
1636	538.1352296
1637	538.134544
1638	538.1341761
1639	537.9600514
1640	537.9595997
1641	537.9472879
1642	537.9357956
1643	537.9328346
1644	537.9315632
1645	537.9299405
1646	537.9279498
1647	537.9252565
1648	537.9250557
1649	537.9247211
1650	537.9243364
1651	537.9240353
1652	537.9237174
1653	537.8910281
1654	537.7815699
1655	537.7812017
1656	537.7810344
1657	537.7808169
1658	537.7807332
1659	537.7789427
1660	537.776416
1661	537.7744749
1662	537.7741737
1663	537.764602
1664	537.7645518
1665	537.7645016
1666	537.7627947
1667	537.7623931
1668	537.7610879
1669	537.7122225
1670	537.7106159
1671	537.7064822
1672	535.3605809
1673	535.3604465
1674	535.3484783
1675	535.3452005
1676	535.3403593
1677	535.3402585
1678	535.3379387
1679	535.1759022
